"","stream_segment_ID","direction","flowing_width","percent_nonflow","code","notes","environment","measurer_name","date","stream_order","UTM_X","UTM_Y","elev_m","acc_m2","slopes","r_param","w_model"
"113","S1","Downstream",45.72,0,"","","Forest","George","6/1/15",1,450172.052862,4395675.21677,1013.20495605,422500,-0.17077528736988,3.97075042617507,83.95
"114","S1","Downstream",66.04,0,"","","Forest","George","6/1/15",1,450172.686822,4395678.02449,1013.20495605,422500,-0.17077528736988,7.23994249827228,114.17
"115","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450172.898281,4395683.25798,1012.19366455,432400,-0.17077528736988,1.80207330407575,45.24
"116","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450170.331064,4395685.51629,1010.61962891,432400,-0.17077528736988,2.83275040239096,66.87
"117","S1","Downstream",53.34,0,"","","Forest","George","6/1/15",1,450168.955357,4395687.68531,1009.65179443,441700,-0.17077528736988,2.21325650764629,55.02
"118","S1","Downstream",53.34,0,"","","Forest","George","6/1/15",1,450168.300197,4395692.18666,1009.65179443,441700,-0.17077528736988,1.6852887312416,42.77
"119","S1","Downstream",101.6,0,"","","Forest","George","6/1/15",1,450166.600142,4395695.97391,1009.65179443,441700,-0.17077528736988,8.819686134113,125.15
"120","S1","Downstream",74.93,50,"","","Forest","George","6/1/15",1,450164.045197,4395699.17201,1008.99914551,445200,-0.17077528736988,2.78793012397364,66.82
"121","S1","Downstream",22.86,0,"","","Forest","George","6/1/15",1,450161.954301,4395701.36853,1009.36901855,445200,-0.17077528736988,8.95238115172833,126.2
"122","S1","Downstream",80.01,30,"","","Forest","George","6/1/15",1,450162.433489,4395704.56649,1008.99914551,445200,-0.17077528736988,1.04668268910609,26.36
"123","S1","Downstream",7.62,0,"","","Forest","George","6/1/15",1,450163.296705,4395707.73544,1008.53039551,457100,-0.17077528736988,8.77866437076591,126.71
"124","S1","Downstream",30.48,0,"","","Forest","George","6/1/15",1,450164.613621,4395713.27853,1008.53039551,457100,-0.17077528736988,1.3771643191576,35.43
"125","S1","Downstream",46.736,60,"","","Forest","George","6/1/15",1,450163.727496,4395716.25482,1008.13305664,461300,-0.17077528736988,1.63285044068471,42.18
"126","S1","Downstream",38.1,0,"","","Forest","George","6/1/15",1,450160.478666,4395718.44186,1006.73596191,461300,-0.17077528736988,7.09938621520996,117.39
"127","S1","Downstream",25.4,0,"","","Forest","George","6/1/15",1,450158.949323,4395721.70413,1006.73596191,461300,-0.17077528736988,7.03663128125481,116.96
"128","S1","Downstream",57.912,70,"","","Forest","George","6/1/15",1,450158.683388,4395728.1928,1005.52941895,464900,-0.17077528736988,5.74174438463524,107.1
"129","S1","Downstream",38.1,0,"","","Forest","George","6/1/15",1,450158.56793,4395729.63587,1005.52941895,464900,-0.17077528736988,5.31829393678345,103.08
"130","S1","Downstream",71.12,0,"","","Forest","George","6/1/15",1,450158.098734,4395735.50175,1004.29919434,465500,-0.17077528736988,7.983584752772,123.37
"131","S1","Downstream",15.24,40,"","","Forest","George","6/1/15",1,450157.56287,4395737.40505,1004.29919434,465500,-0.17077528736988,8.93899740441702,128.45
"132","S1","Downstream",35.56,0,"","","Forest","George","6/1/15",1,450156.653864,4395741.47885,1004.29919434,465500,-0.17077528736988,3.10472957952879,73.79
"133","S1","Downstream",50.8,0,"","","Forest","George","6/1/15",1,450155.522339,4395745.21203,1002.98547363,467100,-0.17077528736988,1.11004347749986,28.56
"134","S1","Downstream",81.28,20,"","","Forest","George","6/1/15",1,450156.693195,4395749.36902,1002.98547363,467100,-0.17077528736988,8.62438811920583,127.05
"135","S1","Downstream",25.4,0,"","","Forest","George","6/1/15",1,450158.143062,4395750.83934,1002.98547363,467100,-0.17077528736988,8.2550038008485,125.08
"136","S1","Downstream",53.34,0,"","","Forest","George","6/1/15",1,450158.283495,4395756.02457,1001.49542236,468100,-0.17077528736988,4.04032479482703,88.43
"137","S1","Downstream",101.6,0,"","","Forest","George","6/1/15",1,450158.574655,4395759.65362,1001.49542236,468100,-0.17077528736988,7.27132042101584,119.25
"138","S1","Downstream",27.94,0,"","","Forest","George","6/1/15",1,450159.956179,4395762.69434,999.973632813,468300,-0.17077528736988,2.69419354060665,66.36
"139","S1","Downstream",66.04,0,"","","Forest","George","6/1/15",1,450162.599063,4395768.31663,1002.49224854,468300,-0.17077528736988,7.75131734809838,122.3
"140","S1","Downstream",170.18,0,"","","Forest","George","6/1/15",1,450161.048879,4395771.28513,998.802856445,481600,-0.17077528736988,9.72291188314557,133.9
"141","S1","Downstream",22.86,0,"","","Forest","George","6/1/15",1,450159.388539,4395772.79881,998.802856445,481600,-0.17077528736988,5.65459870756604,107.83
"142","S1","Downstream",18.288,40,"","","Forest","George","6/1/15",1,450155.559701,4395773.84475,998.802856445,481600,-0.17077528736988,4.90947407577187,100.23
"143","S1","Downstream",35.56,0,"","","Forest","George","6/1/15",1,450153.161602,4395775.64569,998.802856445,481600,-0.17077528736988,3.63526525045745,83.55
"144","S1","Downstream",38.1,0,"","","Forest","George","6/1/15",1,450152.920574,4395779.49663,997.514892578,483400,-0.17077528736988,7.71383410994895,123.67
"145","S1","Downstream",22.86,0,"","","Forest","George","6/1/15",1,450155.690965,4395783.68364,997.950439453,483400,-0.17077528736988,1.62276936019771,42.68
"146","S1","Downstream",40.64,0,"","","Forest","George","6/1/15",1,450156.01401,4395787.03435,997.950439453,483400,-0.17077528736988,8.55506593477912,128.48
"147","S1","Downstream",17.78,50,"","","Forest","George","6/1/15",1,450155.178971,4395790.48368,997.253112793,485500,-0.17077528736988,2.98812754987739,72.93
"148","S1","Downstream",25.4,0,"","","Forest","George","6/1/15",1,450153.40799,4395797.69855,996.786560059,487500,-0.17077528736988,8.44334947131574,128.32
"149","S1","Downstream",50.8,0,"","","Forest","George","6/1/15",1,450153.40799,4395797.69855,996.786560059,487500,-0.17077528736988,1.97791202249937,51.7
"150","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450151.547425,4395801.38274,995.063171387,487500,-0.17077528736988,4.81256382516585,99.63
"151","S1","Downstream",12.7,0,"","","Forest","George","6/1/15",1,450148.305065,4395803.97974,995.063171387,487500,-0.17077528736988,1.29555232007988,34.1
"152","S1","Downstream",50.8,0,"","","Forest","George","6/1/15",1,450146.247572,4395807.25032,993.958190918,488900,-0.17077528736988,8.07160632614978,126.38
"153","S1","Downstream",24.384,20,"","","Forest","George","6/1/15",1,450147.111724,4395809.62579,993.958190918,488900,-0.17077528736988,8.62773912865669,129.46
"154","S1","Downstream",50.8,0,"","","Forest","George","6/1/15",1,450147.677488,4395813.53675,993.958190918,488900,-0.17077528736988,8.16314149694517,126.91
"155","S1","Downstream",71.12,0,"","","Forest","George","6/1/15",1,450147.028359,4395817.37801,992.917053223,488900,-0.17077528736988,3.26600023382343,78.06
"156","S1","Downstream",25.4,0,"","","Forest","George","6/1/15",1,450146.814142,4395822.78475,992.917053223,492400,-0.17077528736988,2.67485728627071,67.3
"157","S1","Downstream",74.676,30,"","","Forest","George","6/1/15",1,450145.494559,4395824.97149,991.935424805,494600,-0.17077528736988,9.68060854566284,135.18
"158","S1","Downstream",127,0,"","","Forest","George","6/1/15",1,450143.943858,4395827.13043,991.935424805,494600,-0.17077528736988,6.94139316584915,119.65
"159","S1","Downstream",30.48,0,"","","Forest","George","6/1/15",1,450146.321061,4395829.61785,991.935424805,494600,-0.17077528736988,8.81215658877045,131.03
"160","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450148.032193,4395833.20206,991.935424805,494600,-0.17077528736988,2.54926204029471,64.85
"161","S1","Downstream",76.2,0,"","","Forest","George","6/1/15",1,450147.43793,4395836.93786,991.193908691,495600,-0.17077528736988,5.91015265905298,111.45
"162","S1","Downstream",146.304,10,"","","Forest","George","6/1/15",1,450145.782858,4395840.9397,991.193908691,495600,-0.17077528736988,6.87939280434512,119.29
"163","S1","Downstream",137.16,0,"","","Forest","George","6/1/15",1,450142.60323,4395843.78214,988.061462402,495600,-0.17077528736988,5.35519631952047,106.16
"164","S1","Downstream",44.704,60,"","","Forest","George","6/1/15",1,450140.378355,4395845.37763,988.061462402,495600,-0.17077528736988,2.13218252826482,55.7
"165","S1","Downstream",185.166,10,"","","Forest","George","6/1/15",1,450138.896814,4395849.47557,988.061462402,499100,-0.17077528736988,4.12718037422746,91.95
"166","S1","Downstream",39.624,60,"","","Forest","George","6/1/15",1,450136.142927,4395854.02817,987.736938477,500700,-0.17077528736988,9.34618562739342,134.32
"167","S1","Downstream",12.7,0,"","","Forest","George","6/1/15",1,450136.142927,4395854.02817,987.736938477,500700,-0.17077528736988,6.45580648584291,116.54
"168","S1","Downstream",38.1,0,"MC","","Forest","George","6/1/15",1,450132.277431,4395854.21329,985.587280273,500700,-0.17077528736988,7.5496241946239,124.41
"169","S1","Downstream",23.114,30,"","","Forest","George","6/1/15",1,450128.04923,4395855.07038,985.587280273,500700,-0.17077528736988,6.91373846353963,120.04
"170","S1","Downstream",27.94,50,"MC","","Forest","George","6/1/15",1,450127.100074,4395858.44754,985.587280273,500700,-0.17077528736988,4.13191852997988,92.13
"171","S1","Downstream",60.452,80,"","","Forest","George","6/1/15",1,450123.832509,4395859.91617,985.238891602,507900,-0.17077528736988,6.15887265419587,114.75
"173","S1","Downstream",15.24,0,"","","Forest","George","6/1/15",1,450121.582427,4395867.25624,983.084533691,507900,-0.17077528736988,6.05699436995201,113.87
"174","S1","Downstream",41.656,60,"","","Forest","George","6/1/15",1,450119.77066,4395869.9613,982.531494141,507900,-0.17077528736988,1.29784931987524,34.71
"175","S1","Downstream",64.008,10,"","","Forest","George","6/1/15",1,450115.786918,4395872.00229,980.148254395,510600,-0.17077528736988,1.82880295021459,48.93
"176","S1","Downstream",137.16,0,"","","Forest","George","6/1/15",1,450114.403767,4395875.60558,980.148254395,510600,-0.17077528736988,9.48050567810424,136.04
"177","S1","Downstream",27.94,0,"","","Forest","George","6/1/15",1,450115.781051,4395878.66708,980.148254395,510600,-0.17077528736988,1.87220247928053,50.03
"178","S1","Downstream",43.18,0,"","","Forest","George","6/1/15",1,450111.925214,4395881.39505,979.940124512,510600,-0.17077528736988,6.12383366283029,114.7
"179","S1","Downstream",101.6,20,"","","Forest","George","6/1/15",1,450106.570279,4395883.14794,977.090942383,511600,-0.17077528736988,4.68165807984769,100.03
"180","S1","Downstream",45.72,0,"","","Forest","George","6/1/15",1,450104.536634,4395883.7343,977.090942383,511600,-0.17077528736988,6.38694759015925,117.01
"181","S1","Downstream",60.96,0,"","","Forest","George","6/1/15",1,450102.171112,4395885.5154,977.090942383,511600,-0.17077528736988,7.11779081472196,122.57
"182","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450098.672202,4395886.69397,977.090942383,511600,-0.17077528736988,1.7920031179674,48.03
"183","S1","Downstream",67.056,20,"","","Forest","George","6/1/15",1,450094.81787,4395888.50361,975.358947754,515100,-0.17077528736988,5.15501329372637,105.72
"184","S1","Downstream",43.18,0,"","","Forest","George","6/1/15",1,450094.236042,4395892.51281,975.358947754,515100,-0.17077528736988,2.36493147537112,61.89
"185","S1","Downstream",81.28,0,"","","Forest","George","6/1/15",1,450088.305452,4395892.39781,974.127380371,515800,-0.17077528736988,3.89486493286677,89.84
"186","S1","Downstream",21.336,80,"","","Forest","George","6/1/15",1,450086.529584,4395891.92909,974.127380371,515800,-0.17077528736988,4.3587627846282,96.3
"187","S1","Downstream",27.432,10,"","","Forest","George","6/1/15",1,450084.765623,4395891.43276,974.127380371,515800,-0.17077528736988,1.33580375928432,35.97
"188","S1","Downstream",127,0,"","","Forest","George","6/1/15",1,450080.30246,4395889.65971,974.127380371,712000,-0.17077528736988,1.32513177348301,40.34
"189","S1","Downstream",45.72,0,"","","Forest","George","6/1/15",1,450077.037188,4395890.36928,973.06451416,712000,-0.17077528736988,8.98615809669718,153.1
"190","S1","Downstream",27.94,0,"","","Forest","George","6/1/15",1,450074.163012,4395893.01031,973.06451416,712000,-0.17077528736988,6.23699349630624,132.39
"191","S1","Downstream",44.196,70,"","","Forest","George","6/1/15",1,450070.574616,4395892.27556,971.913818359,714100,-0.17077528736988,9.78911155718379,157.67
"192","S1","Downstream",111.76,0,"","","Forest","George","6/1/15",1,450065.909051,4395892.01884,971.913818359,714100,-0.17077528736988,4.99422509549186,118.62
"193","S1","Downstream",93.472,60,"","","Forest","George","6/1/15",1,450063.043672,4395892.25278,971.913818359,714100,-0.17077528736988,9.86988788051531,158.08
"194","S1","Downstream",47.752,80,"","","Forest","George","6/1/15",1,450058.353956,4395892.52721,970.769348145,715300,-0.17077528736988,5.25475239474326,121.95
"195","S1","Downstream",40.64,20,"","","Forest","George","6/1/15",1,450052.733193,4395893.95999,970.172485352,716200,-0.17077528736988,1.88668320607394,57.49
"196","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450051.328825,4395894.63605,970.172485352,716200,-0.17077528736988,3.94651616900228,103.36
"197","S1","Downstream",71.12,0,"","","Forest","George","6/1/15",1,450047.282033,4395894.72662,970.172485352,716200,-0.17077528736988,6.98964895796962,139.51
"198","S1","Downstream",53.34,0,"","","Forest","George","6/1/15",1,450042.592663,4395894.8299,969.980834961,716200,-0.17077528736988,1.82445161300711,55.69
"199","S1","Downstream",55.88,0,"","","Forest","George","6/1/15",1,450040.000781,4395894.22609,969.980834961,728600,-0.17077528736988,6.10011370875873,132.27
"200","S1","Downstream",15.24,0,"","","Forest","George","6/1/15",1,450036.111501,4395892.99085,969.980834961,728600,-0.17077528736988,9.45193727500737,157.19
"201","S1","Downstream",43.18,0,"","","Forest","George","6/1/15",1,450030.707515,4395891.49342,969.43145752,730200,-0.17077528736988,2.47880604630336,73.89
"202","S1","Downstream",43.18,0,"","","Forest","George","6/1/15",1,450027.67216,4395891.59718,969.43145752,730200,-0.17077528736988,2.28751310589723,68.99
"203","S1","Downstream",43.18,0,"","","Forest","George","6/1/15",1,450025.454111,4395893.70943,968.194702148,731100,-0.17077528736988,1.68947981903329,52.11
"204","S1","Downstream",140.208,20,"","","Forest","George","6/1/15",1,450021.604794,4395896.20821,968.194702148,731100,-0.17077528736988,9.98916609049775,160.22
"205","S1","Downstream",33.02,0,"","","Forest","George","6/1/15",1,450017.853927,4395896.40585,968.194702148,731100,-0.17077528736988,6.0912806915585,132.36
"206","S1","Downstream",36.576,20,"","","Forest","George","6/1/15",1,450014.494317,4395897.88523,963.716308594,731700,-0.17077528736988,6.68398121884093,138.07
"207","S1","Downstream",40.64,0,"","","Forest","George","6/1/15",1,450012.569862,4395901.27463,963.716308594,731700,-0.17077528736988,3.3245454847347,92.85
"208","S1","Downstream",48.26,50,"","","Forest","George","6/1/15",1,450011.975164,4395904.58978,963.716308594,731700,-0.17077528736988,8.20173821854405,149.88
"209","S1","Downstream",64.008,30,"","","Forest","George","6/1/15",1,450008.404667,4395906.6337,963.448059082,731700,-0.17077528736988,8.60218741651624,152.49
"210","S1","Downstream",54.864,60,"","","Forest","George","6/1/15",1,450006.246034,4395906.72954,962.121398926,732200,-0.17077528736988,3.99593653017655,105.11
"211","S1","Downstream",83.82,0,"","","Forest","George","6/1/15",1,450003.176318,4395902.69635,962.371704102,732200,-0.17077528736988,9.77488093799911,159.22
"212","S1","Downstream",88.392,60,"","","Forest","George","6/1/15",1,450000.790764,4395901.16921,962.371704102,732200,-0.17077528736988,7.14051355910487,142.03
"213","S1","Downstream",94.234,30,"","","Forest","George","6/1/15",1,449996.354031,4395901.66923,961.020080566,733200,-0.17077528736988,6.61372590647079,137.55
"214","S1","Downstream",39.37,50,"","","Forest","George","6/1/15",1,449993.622801,4395903.08736,961.020080566,733200,-0.17077528736988,3.8941685098689,103.45
"217","S2","Upstream",45.72,0,"","","Forest","George","6/1/15",1,449988.827855,4395915.23705,962.877929688,188200,0.171212913513909,3.64514404209331,57.45
"218","S2","Upstream",20.32,0,"","","Forest","George","6/1/15",1,449988.995983,4395918.46911,962.877929688,188200,0.171212913513909,7.54149696719833,83.44
"219","S2","Upstream",63.5,0,"","","Forest","George","6/1/15",1,449989.818341,4395919.06611,962.387207031,188200,0.171212913513909,9.10655392031185,89.24
"220","S2","Upstream",25.4,0,"","","Forest","George","6/1/15",1,449994.203648,4395925.13073,963.532348633,181500,0.171212913513909,9.99176520551555,90.55
"221","S2","Upstream",7.62,50,"","","Forest","George","6/1/15",1,449995.84725,4395927.91933,963.532348633,181500,0.171212913513909,4.66999608441256,65.76
"222","S2","Upstream",5.08,0,"","","Forest","George","6/1/15",1,450000.252343,4395933.74586,964.909790039,180500,0.171212913513909,5.47509553213604,71.31
"230","S2","Upstream",8.89,50,"","","Forest","George","6/1/15",1,450013.825561,4395961.1912,973.411193848,176700,0.171212913513909,2.21412082016468,38.4
"231","S2","Upstream",11.43,50,"","","Forest","George","6/1/15",1,450016.936414,4395964.1201,974.816589355,176700,0.171212913513909,7.31398417823948,80.36
"232","S3","Downstream",83.82,0,"","Lunch from 1-1:30","Forest","Arik","6/1/15",2,449988.285423,4395903.14506,959.773742676,922800,-0.13887162487446,2.60189569205977,86.02
"233","S3","Downstream",45.72,0,"","","Forest","Arik","6/1/15",2,449983.433969,4395901.39268,959.773742676,922800,-0.13887162487446,9.27969453553669,173.18
"234","S3","Downstream",139.7,0,"","","Forest","Arik","6/1/15",2,449976.470968,4395898.56811,959.677978516,923800,-0.13887162487446,7.62360123544931,161.53
"235","S3","Downstream",78.74,0,"","","Forest","Arik","6/1/15",2,449975.161296,4395894.91861,958.396118164,923800,-0.13887162487446,9.5517027748283,174.89
"236","S3","Downstream",27.94,0,"","","Forest","Arik","6/1/15",2,449972.892449,4395890.27733,958.396118164,923800,-0.13887162487446,8.01697639003396,164.64
"237","S3","Downstream",165.1,0,"","","Forest","Arik","6/1/15",2,449972.426663,4395887.67397,960.139282227,923800,-0.13887162487446,1.3009382376913,45.16
"238","S3","Downstream",78.74,0,"","","Forest","Arik","6/1/15",2,449970.422952,4395881.91318,956.955078125,925200,-0.13887162487446,6.19434027932584,148.13
"239","S3","Downstream",182.88,0,"","","Forest","Arik","6/1/15",2,449966.346748,4395879.23776,956.955078125,925200,-0.13887162487446,3.86708524799906,114.63
"240","S3","Downstream",60.96,0,"","","Forest","Arik","6/1/15",2,449961.50478,4395879.02454,955.148864746,929400,-0.13887162487446,4.33908909163438,123.26
"241","S3","Downstream",238.76,0,"","","Forest","Arik","6/1/15",2,449956.535417,4395876.91367,956.885314941,929400,-0.13887162487446,6.50833933474496,151.72
"242","S3","Downstream",190.5,0,"","","Forest","Arik","6/1/15",2,449951.274611,4395873.43596,953.50390625,931300,-0.13887162487446,8.06630889419466,165.55
"243","S3","Downstream",276.86,0,"MC","","Forest","Arik","6/1/15",2,449949.837514,4395871.88912,953.50390625,931300,-0.13887162487446,9.13627034449019,172.94
"244","S3","Downstream",78.74,0,"MC","","Forest","Arik","6/1/15",2,449945.466622,4395867.28451,955.883178711,931300,-0.13887162487446,2.92204173770733,94.53
"245","S3","Downstream",83.82,0,"MC","","Forest","Arik","6/1/15",2,449939.808789,4395866.42111,952.225891113,931700,-0.13887162487446,3.35106434696354,104.46
"246","S3","Downstream",149.86,0,"MC","","Forest","Arik","6/1/15",2,449936.905394,4395867.21584,952.225891113,931700,-0.13887162487446,8.05534065631218,165.5
"247","S3","Downstream",40.64,0,"MC","","Forest","Arik","6/1/15",2,449929.630316,4395863.54949,949.706665039,934400,-0.13887162487446,6.67965898779221,153.78
"248","S3","Downstream",170.18,0,"MC","","Forest","Arik","6/1/15",2,449930.028871,4395858.96132,952.155029297,934400,-0.13887162487446,1.94912547199056,67.37
"249","S3","Downstream",22.86,0,"","","Forest","Arik","6/1/15",2,449924.320037,4395858.77087,949.821777344,935900,-0.13887162487446,1.72792188613676,60.21
"250","S3","Downstream",38.1,0,"","","Forest","Arik","6/1/15",2,449920.649521,4395859.38348,949.821777344,935900,-0.13887162487446,2.79100450547412,91.44
"251","S3","Downstream",10.16,0,"","","Forest","Arik","6/1/15",2,449915.633175,4395857.51201,947.79876709,937900,-0.13887162487446,4.98496574116871,133.77
"252","S3","Downstream",73.66,0,"","","Forest","Arik","6/1/15",2,449913.488196,4395853.90381,947.79876709,937900,-0.13887162487446,2.61916791531257,87.04
"253","S3","Downstream",81.28,0,"","","Forest","Arik","6/1/15",2,449908.55118,4395851.92039,947.79876709,937900,-0.13887162487446,3.03240729821846,97.47
"254","S3","Downstream",81.28,0,"","","Forest","Arik","6/1/15",2,449904.72677,4395852.43789,945.827209473,940800,-0.13887162487446,3.84235040051863,114.93
"255","S3","Downstream",58.42,0,"","","Forest","Arik","6/1/15",2,449899.455942,4395854.03133,945.827209473,940800,-0.13887162487446,7.007530025905,157.35
"256","S3","Downstream",17.78,0,"","","Forest","Arik","6/1/15",2,449895.877927,4395855.67056,943.864990234,972700,-0.13887162487446,4.69723417889327,131.41
"257","S3","Downstream",30.48,0,"","","Forest","Arik","6/1/15",2,449890.069259,4395856.01187,943.864990234,972700,-0.13887162487446,5.20632318523712,138.91
"258","S3","Downstream",40.64,0,"","","Forest","Arik","6/1/15",2,449887.160143,4395854.32469,941.928100586,977000,-0.13887162487446,6.17132539418526,151.19
"259","S3","Downstream",25.4,0,"","","Forest","Arik","6/1/15",2,449882.94624,4395855.92479,941.928100586,977000,-0.13887162487446,8.73917306540534,173.72
"260","S3","Downstream",27.94,0,"","","Forest","Arik","6/1/15",2,449877.14922,4395854.83149,940.037597656,982600,-0.13887162487446,5.8205103231594,147.45
"261","S3","Downstream",86.36,0,"","","Forest","Arik","6/1/15",2,449873.912172,4395855.17591,940.037597656,982600,-0.13887162487446,9.95308787934482,181.7
"262","S3","Downstream",125.73,10,"","","Forest","Arik","6/1/15",2,449867.678634,4395857.77356,938.108520508,984900,-0.13887162487446,5.95293982094154,149.17
"263","S3","Downstream",20.32,0,"","","Forest","Arik","6/1/15",2,449862.311555,4395858.97341,938.108520508,993100,-0.13887162487446,4.82340106228366,134.47
"264","S3","Downstream",152.4,0,"","","Forest","Arik","6/1/15",2,449858.22615,4395858.22002,935.67578125,993100,-0.13887162487446,8.12612185138278,170.42
"265","S3","Downstream",45.72,0,"","","Forest","Arik","6/1/15",2,449853.850527,4395859.25991,935.67578125,993100,-0.13887162487446,2.24469627416693,78.26
"266","S3","Downstream",147.32,0,"","","Forest","Arik","6/1/15",2,449849.813385,4395861.358,928.56237793,993100,-0.13887162487446,5.5291315978393,144.43
"267","S3","Downstream",172.72,0,"MC","","Forest","Arik","6/1/15",2,449843.927805,4395861.28818,928.56237793,993100,-0.13887162487446,6.7932584437076,158.77
"268","S3","Downstream",99.06,0,"MC","","Forest","Arik","6/1/15",2,449839.493109,4395858.33259,930.425537109,999400,-0.13887162487446,3.32563266367652,106.85
"269","S3","Downstream",22.86,0,"","","Forest","Arik","6/1/15",2,449835.731601,4395859.52919,930.425537109,999400,-0.13887162487446,8.51046985760331,173.72
"270","S3","Downstream",58.42,0,"","","Forest","Arik","6/1/15",2,449831.172896,4395859.63919,928.33807373,1001800,-0.13887162487446,5.81754726381041,148.58
"271","S3","Downstream",12.7,0,"","","Forest","Arik","6/1/15",2,449826.088904,4395859.05671,928.33807373,1001800,-0.13887162487446,5.80806145770475,148.46
"272","S3","Downstream",48.26,0,"","","Forest","Arik","6/1/15",2,449823.397826,4395855.33001,926.536071777,1005200,-0.13887162487446,2.16658210824244,76.24
"273","S3","Downstream",76.2,0,"","Began to rain hard. Switched from regular journal to Rite in the Rain fieldbook for the rest of Day 1","Forest","Arik","6/1/15",2,449818.963733,4395856.94612,926.536071777,1005200,-0.13887162487446,3.40949568571523,108.98
