"","stream_segment_ID","direction","flowing_width","percent_nonflow","code","notes","environment","measurer_name","date","stream_order","UTM_X","UTM_Y","elev_m","acc_m2","slopes","r_param","w_model"
"53","S1","Downstream",38.862,10,"","Foot bridge at experiment","Forest","George","09/27/15",1,673187.45165,3989665.73247,579,48780,-0.138562848341748,5.38168413098902,40.7
"54","S1","Downstream",7.62,50,"","","Grass","George","09/27/15",1,673190.669865,3989663.71274,578,48924,-0.138562848341748,3.69957780605182,32.77
"55","S1","Downstream",34.29,10,"","","Grass","George","09/27/15",1,673195.312145,3989663.6476,577,48924,-0.138562848341748,2.69993700506166,26.08
"56","S1","Downstream",7.112,80,"","","Grass","George","09/27/15",1,673199.531054,3989663.281,577,50508,-0.138562848341748,4.49279735819437,37.42
"57","S1","Downstream",2.54,0,"","","Grass","George","09/27/15",1,673202.536284,3989659.87794,577,50508,-0.138562848341748,7.44699519360438,47.76
"58","S1","Downstream",2.032,80,"","","Grass","George","09/27/15",1,673206.074373,3989657.846,576,50760,-0.138562848341748,6.29438604065217,44.58
"59","S1","Downstream",12.192,20,"","","Grass","George","09/27/15",1,673209.588871,3989655.71249,575,50760,-0.138562848341748,6.75024288962595,45.97
"62","S1","Downstream",20.32,20,"","","Grass","George","09/27/15",1,673216.154315,3989650.78722,574,51228,-0.138562848341748,9.47406375594437,52.36
"63","S1","Downstream",25.4,50,"","","Grass","George","09/27/15",1,673217.111313,3989649.51799,574,51372,-0.138562848341748,1.16754326620139,12.08
"64","S1","Downstream",36.576,20,"","","Grass","George","09/27/15",1,673221.803087,3989648.80018,574,51372,-0.138562848341748,2.7636881491635,27.08
"65","S1","Downstream",17.78,0,"","","Grass","George","09/27/15",1,673225.008673,3989645.85066,573,51372,-0.138562848341748,6.84754647151567,46.48
"66","S1","Downstream",43.18,0,"","","Grass","George","09/27/15",1,673226.740659,3989642.62433,573,54072,-0.138562848341748,1.6346838939935,17.35
"68","S1","Downstream",60.96,0,"","","Grass","George","09/27/15",1,673222.772165,3989637.68623,571,54072,-0.138562848341748,4.88301940634847,40.31
"69","S1","Downstream",83.82,0,"","","Grass","George","09/27/15",1,673217.854293,3989637.20957,572,54072,-0.138562848341748,6.38569414359517,46.04
"70","S2","Upstream",28.448,60,"","","Grass","George","09/27/15",1,673213.964721,3989639.86347,572,1692,0.813693728620442,1.88590579293668,4.17
"71","S2","Upstream",20.32,20,"","","Grass","George","09/27/15",1,673210.129303,3989642.9384,576,1692,0.813693728620442,5.42350937519222,9.59
"72","S3","Downstream",91.44,0,"","","Forest","George","09/27/15",2,673218.660967,3989633.11842,575,54072,-0.0842029281799657,7.40441644354723,49.92
"73","S3","Downstream",56.896,20,"","","Forest","George","09/27/15",2,673222.335818,3989630.80309,572,54288,-0.0842029281799657,4.19974338589236,38.19
"74","S3","Downstream",32.004,10,"","","Forest","George","09/27/15",2,673226.595433,3989629.91438,570,54288,-0.0842029281799657,6.73545657331124,48.17
"75","S3","Downstream",12.7,0,"","","Forest","George","09/27/15",2,673229.44897,3989627.16455,574,54288,-0.0842029281799657,6.72944147442468,48.15
"76","S3","Downstream",54.864,20,"","","Forest","George","09/27/15",2,673232.442068,3989625.44946,572,54288,-0.0842029281799657,8.62446554074995,52.8
"77","S3","Downstream",59.436,10,"","","Forest","George","09/27/15",2,673235.509892,3989625.50961,572,55476,-0.0842029281799657,3.00532946363091,31.03
"78","S3","Downstream",88.9,0,"","","Forest","George","09/27/15",2,673240.126053,3989624.72805,572,55980,-0.0842029281799657,3.27202628995292,33.04
"79","S3","Downstream",54.864,10,"","","Forest","George","09/27/15",2,673244.003807,3989624.05143,573,55980,-0.0842029281799657,9.01144074974582,54.25
"80","S3","Downstream",40.64,20,"","","Forest","George","09/27/15",2,673248.552223,3989624.44535,573,56196,-0.0842029281799657,7.36078053433448,50.6
"81","S3","Downstream",59.436,10,"","","Forest","George","09/27/15",2,673252.007161,3989627.09439,573,56304,-0.0842029281799657,5.62653956795111,45.17
"82","S3","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673256.876222,3989627.29078,573,56304,-0.0842029281799657,9.97139077074826,56.11
"83","S3","Downstream",73.66,0,"","","Forest","George","09/27/15",2,673260.426656,3989627.55568,573,56304,-0.0842029281799657,4.13742971722968,38.42
"84","S3","Downstream",27.94,0,"","","Forest","George","09/27/15",2,673263.37013,3989627.61837,572,56952,-0.0842029281799657,5.78166188462637,45.96
"86","S3","Downstream",45.72,0,"","","Forest","George","09/27/15",2,673272.153059,3989629.20673,571,56988,-0.0842029281799657,1.71001325221732,19.73
"87","S3","Downstream",28.448,20,"","","Forest","George","09/27/15",2,673274.979947,3989631.37471,568,56988,-0.0842029281799657,8.54064397560433,53.68
"88","S3","Downstream",78.74,0,"","","Forest","George","09/27/15",2,673276.702005,3989635.13559,568,57384,-0.0842029281799657,3.49585387669504,34.88
"89","S3","Downstream",56.896,20,"","","Forest","George","09/27/15",2,673278.136108,3989638.1418,568,57384,-0.0842029281799657,7.33118836348876,50.95
"90","S3","Downstream",25.4,0,"","","Forest","George","09/27/15",2,673278.868639,3989641.84751,568,57384,-0.0842029281799657,3.78479567053728,36.69
"91","S3","Downstream",73.66,0,"","","Forest","George","09/27/15",2,673282.331677,3989643.22347,569,57744,-0.0842029281799657,4.24336005654186,39.38
"92","S4","Downstream",14.224,20,"","","Forest","George","09/27/15",1,673220.37666,3989697.57645,577,51912,-0.0837419925360755,8.48320224415511,51.57
"93","S4","Downstream",71.12,0,"","","Forest","George","09/27/15",1,673223.380809,3989695.03579,577,51912,-0.0837419925360755,1.05024975677952,11.9
"94","S4","Downstream",50.8,0,"","","Forest","George","09/27/15",1,673227.25021,3989696.75202,576,51912,-0.0837419925360755,4.08027869951911,36.89
"95","S4","Downstream",7.62,0,"","","Forest","George","09/27/15",1,673230.618924,3989697.98771,577,51948,-0.0837419925360755,6.10322680836543,45.38
"96","S4","Downstream",7.62,50,"","","Forest","George","09/27/15",1,673231.685149,3989695.14942,576,51948,-0.0837419925360755,7.17084027593955,48.52
"100","S4","Downstream",10.16,0,"","","Forest","George","09/27/15",1,673244.87539,3989683.31057,574,69804,-0.0837419925360755,5.9979514812585,50.77
"101","S4","Downstream",14.224,20,"","","Forest","George","09/27/15",1,673246.130155,3989679.3194,574,69804,-0.0837419925360755,5.67326471139677,49.49
"102","S4","Downstream",20.32,20,"","","Forest","George","09/27/15",1,673250.838184,3989679.11053,575,70020,-0.0837419925360755,9.05437779892236,59.55
"103","S4","Downstream",26.67,30,"","","Forest","George","09/27/15",1,673252.542075,3989675.13467,573,70020,-0.0837419925360755,9.45873806416057,60.38
"104","S4","Downstream",16.002,10,"","","Forest","George","09/27/15",1,673256.038082,3989671.42326,572,70380,-0.0837419925360755,7.73567879549228,56.51
"108","S4","Downstream",43.18,0,"","","Forest","George","09/27/15",1,673265.576937,3989657.80869,571,71172,-0.0837419925360755,4.91555048408918,46.46
"110","S4","Downstream",25.146,10,"","","Forest","George","09/27/15",1,673272.544624,3989651.29476,570,71388,-0.0837419925360755,6.1568881967105,51.84
"111","S4","Downstream",27.94,0,"","","Forest","George","09/27/15",1,673275.165383,3989648.5065,570,71388,-0.0837419925360755,9.07679422246292,60.07
"113","S4","Downstream",83.82,0,"","","Forest","George","09/27/15",1,673282.69038,3989643.48125,569,72360,-0.0837419925360755,5.31523695401847,48.67
"114","S5","Downstream",68.58,10,"","","Forest","George","09/27/15",2,673284.922119,3989639.65687,567,72648,-0.0366258239977177,7.35795333306305,57.96
"115","S5","Downstream",35.56,0,"","","Forest","George","09/27/15",2,673286.834824,3989635.93484,567,72648,-0.0366258239977177,5.31272403849289,50.82
"116","S5","Downstream",63.5,0,"","","Forest","George","09/27/15",2,673288.539428,3989631.9469,567,130716,-0.0366258239977177,8.57786042615771,77.56
"117","S5","Downstream",73.66,0,"","","Forest","George","09/27/15",2,673292.43385,3989631.52166,568,130716,-0.0366258239977177,5.91864161379635,67.62
"118","S5","Downstream",99.06,0,"","","Forest","George","09/27/15",2,673295.838212,3989633.05261,568,130716,-0.0366258239977177,4.74497536197305,61.05
"119","S5","Downstream",88.9,0,"","Human made channel?","Forest","George","09/27/15",2,673298.953237,3989632.29769,567,131760,-0.0366258239977177,6.55664431606419,70.74
"120","S5","Downstream",78.74,0,"","","Forest","George","09/27/15",2,673303.558366,3989632.5081,567,131976,-0.0366258239977177,9.98301854915917,81.46
"121","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673307.742071,3989632.80672,567,131976,-0.0366258239977177,6.86802027374506,72.07
"122","S5","Downstream",137.16,0,"","","Forest","George","09/27/15",2,673311.761575,3989630.02458,566,157788,-0.0366258239977177,1.13830775371753,22.63
"123","S5","Downstream",101.6,0,"","","Forest","George","09/27/15",2,673314.388342,3989632.53043,565,157788,-0.0366258239977177,9.03015570808202,85.11
"125","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673319.898399,3989636.67114,565,158652,-0.0366258239977177,7.61746131535619,80.68
"127","S5","Downstream",11.43,50,"","","Forest","George","09/27/15",2,673327.486166,3989639.55547,566,158724,-0.0366258239977177,4.06305927806534,60.81
"128","S5","Downstream",73.66,0,"","","Forest","George","09/27/15",2,673329.367205,3989641.38227,566,158724,-0.0366258239977177,8.55214967369102,83.88
"129","S5","Downstream",15.24,0,"","","Forest","George","09/27/15",2,673334.287319,3989642.08289,566,159588,-0.0366258239977177,3.1097668686416,51.79
"130","S5","Downstream",21.336,40,"","","Forest","George","09/27/15",2,673337.974926,3989644.4327,564,160452,-0.0366258239977177,3.30680822720751,54.01
"132","S5","Downstream",96.52,0,"","","Forest","George","09/27/15",2,673344.951835,3989645.20904,564,160488,-0.0366258239977177,9.87145630642772,87.97
"133","S5","Downstream",132.08,0,"","","Forest","George","09/27/15",2,673349.999134,3989644.37702,563,162576,-0.0366258239977177,8.03582149418071,82.99
"134","S5","Downstream",24.13,50,"","","Forest","George","09/27/15",2,673354.270877,3989643.50005,567,162576,-0.0366258239977177,7.67353125405498,81.69
"136","S5","Downstream",86.36,0,"","","Forest","George","09/27/15",2,673358.279601,3989648.56985,565,163116,-0.0366258239977177,2.00318209012039,37.74
"137","S5","Downstream",57.15,10,"","","Forest","George","09/27/15",2,673360.595548,3989652.30287,564,163116,-0.0366258239977177,4.30750393471681,63.48
"138","S5","Downstream",58.42,0,"","","Forest","George","09/27/15",2,673364.201344,3989654.73708,564,163476,-0.0366258239977177,9.75506950728595,88.34
"140","S5","Downstream",52.578,10,"","","Forest","George","09/27/15",2,673366.138564,3989660.0142,562,163476,-0.0366258239977177,4.9671132764779,68.35
"141","S5","Downstream",121.92,0,"","Gauge","Forest","George","09/27/15",2,673369.443563,3989661.45444,562,164016,-0.0366258239977177,4.92728495574556,68.17
"142","S5","Downstream",106.68,0,"","","Forest","George","09/27/15",2,673370.844597,3989666.05432,562,164016,-0.0366258239977177,5.02941255131736,68.85
"143","S5","Downstream",83.82,0,"","","Forest","George","09/27/15",2,673374.289015,3989667.49564,562,164520,-0.0366258239977177,8.94160665106028,86.31
"145","S5","Downstream",48.26,0,"","","Forest","George","09/27/15",2,673380.674686,3989673.51159,562,165564,-0.0366258239977177,3.36069141118787,55.25
"146","S5","Downstream",55.88,0,"","","Forest","George","09/27/15",2,673381.128787,3989676.71773,561,165564,-0.0366258239977177,9.96387166506611,89.34
"147","S5","Downstream",30.48,0,"","","Forest","George","09/27/15",2,673384.128747,3989675.94681,561,165564,-0.0366258239977177,6.50023792148568,77.36
"148","S5","Downstream",73.66,0,"","","Forest","George","09/27/15",2,673385.382057,3989680.21727,561,173016,-0.0366258239977177,8.73392041795887,87.47
"150","S5","Downstream",41.148,10,"","","Forest","George","09/27/15",2,673390.97757,3989680.21446,562,173016,-0.0366258239977177,1.76561169838533,34.75
"151","S5","Downstream",53.34,0,"","","Forest","George","09/27/15",2,673395.177303,3989682.46423,561,173232,-0.0366258239977177,7.38902646256611,82.72
"152","S5","Downstream",81.28,0,"","","Forest","George","09/27/15",2,673399.549671,3989684.45738,561,173304,-0.0366258239977177,9.65578745258972,90.21
"153","S5","Downstream",20.574,10,"","","Forest","George","09/27/15",2,673402.401075,3989682.93009,561,173304,-0.0366258239977177,3.87387769506313,61.31
"154","S5","Downstream",20.574,10,"","","Forest","George","09/27/15",2,673406.997974,3989684.30322,561,173340,-0.0366258239977177,4.53950981562957,66.88
"155","S5","Downstream",50.8,0,"","","Forest","George","09/27/15",2,673410.463677,3989681.64012,561,173340,-0.0366258239977177,3.92160369222984,61.75
"156","S5","Downstream",12.192,20,"","","Forest","George","09/27/15",2,673414.261044,3989682.95006,560,173340,-0.0366258239977177,1.43398597417399,28.97
"157","S5","Downstream",81.28,0,"","","Forest","George","09/27/15",2,673418.085604,3989685.1185,560,176292,-0.0366258239977177,9.23195807565935,89.65
"158","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673421.730093,3989684.39995,558,176292,-0.0366258239977177,9.77494832011871,91.17
"159","S5","Downstream",17.78,0,"","","Forest","George","09/27/15",2,673425.079308,3989687.05862,558,176760,-0.0366258239977177,1.27924637519754,26.31
"162","S5","Downstream",58.42,0,"","","Forest","George","09/27/15",2,673434.032044,3989695.05283,559,177048,-0.0366258239977177,3.53545902715996,58.57
"163","S5","Downstream",12.192,20,"","","Forest","George","09/27/15",2,673437.227652,3989696.25765,558,177372,-0.0366258239977177,9.44703740510158,90.49
"164","S5","Downstream",59.436,10,"","","Forest","George","09/27/15",2,673440.868279,3989698.94784,558,177588,-0.0366258239977177,3.93978693406098,62.52
"168","S5","Downstream",29.718,10,"","","Forest","George","09/27/15",2,673456.336576,3989699.63927,558,177696,-0.0366258239977177,8.95844282465987,89.13
"169","S5","Downstream",60.96,0,"","","Forest","George","09/27/15",2,673455.79266,3989704.12557,558,177696,-0.0366258239977177,8.03071156539954,86.04
"170","S5","Downstream",43.18,0,"","","Forest","George","09/27/15",2,673456.849351,3989708.14035,557,193464,-0.0366258239977177,5.09264830476604,74.05
"171","S5","Downstream",56.896,20,"","","Forest","George","09/27/15",2,673459.287682,3989711.29729,557,193500,-0.0366258239977177,2.23280688608065,44
"173","S5","Downstream",58.42,0,"","","Forest","George","09/27/15",2,673466.060023,3989713.03475,557,193536,-0.0366258239977177,3.66411454579793,62.02
"175","S5","Downstream",20.32,0,"","","Forest","George","09/27/15",2,673471.828691,3989709.30767,557,193572,-0.0366258239977177,5.11609639599919,74.23
"176","S5","Downstream",17.78,0,"","","Forest","George","09/27/15",2,673475.910115,3989708.33166,556,193572,-0.0366258239977177,6.69404002232477,83.4
"177","S5","Downstream",25.4,0,"","","Forest","George","09/27/15",2,673479.910464,3989708.324,555,195264,-0.0366258239977177,1.59589692414738,33.36
"178","S5","Downstream",17.78,0,"","","Forest","George","09/27/15",2,673482.100782,3989704.68362,556,195264,-0.0366258239977177,4.32447811844759,68.39
"179","S5","Downstream",10.16,0,"","","Forest","George","09/27/15",2,673485.772317,3989705.84227,556,195372,-0.0366258239977177,7.64808279438876,87.95
"180","S5","Downstream",78.74,0,"","","Forest","George","09/27/15",2,673489.994586,3989705.85732,556,195372,-0.0366258239977177,8.86571850487962,92.35
"181","S5","Downstream",41.148,10,"","","Forest","George","09/27/15",2,673493.921917,3989707.14422,556,195372,-0.0366258239977177,5.81742549152113,79.01
"182","S5","Downstream",101.6,0,"","","Forest","George","09/27/15",2,673497.475296,3989708.54358,556,197244,-0.0366258239977177,5.37894382071681,76.58
"184","S5","Downstream",76.2,0,"","","Forest","George","09/27/15",2,673503.663095,3989712.4044,554,267480,-0.0366258239977177,5.31515062460676,86.14
"185","S5","Downstream",24.384,40,"","","Forest","George","09/27/15",2,673505.799374,3989715.81573,555,267480,-0.0366258239977177,4.66556348884478,80.8
"186","S5","Downstream",70.866,10,"","","Forest","George","09/27/15",2,673506.996207,3989720.25412,555,267480,-0.0366258239977177,1.89818798843771,43.77
"187","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673507.227331,3989723.50225,555,267480,-0.0366258239977177,4.91003123135306,82.91
"188","S5","Downstream",22.86,10,"","","Forest","George","09/27/15",2,673506.129899,3989726.86105,555,267480,-0.0366258239977177,8.03034274280071,101.67
"189","S5","Downstream",114.3,0,"","","Forest","George","09/27/15",2,673506.881688,3989731.12805,555,267516,-0.0366258239977177,2.49601744837128,54.44
"190","S5","Downstream",147.32,0,"","","Forest","George","09/27/15",2,673506.910613,3989734.70989,555,267552,-0.0366258239977177,8.4805237504188,103.54
"191","S5","Downstream",35.56,0,"","","Forest","George","09/27/15",2,673505.883546,3989738.26628,555,267552,-0.0366258239977177,1.59594524581917,37.68
"192","S5","Downstream",12.7,0,"","","Forest","George","09/27/15",2,673505.58871,3989741.46483,555,267588,-0.0366258239977177,9.93054795474745,108.64
"193","S5","Downstream",91.44,0,"","","Forest","George","09/27/15",2,673502.577856,3989744.40446,555,267588,-0.0366258239977177,5.22823250363581,85.49
"194","S5","Downstream",20.32,0,"","","Forest","George","09/27/15",2,673502.269041,3989747.8996,555,267624,-0.0366258239977177,3.58649401320145,69.7
"195","S5","Downstream",53.34,0,"","","Forest","George","09/27/15",2,673501.480577,3989751.46926,554,302832,-0.0366258239977177,5.07453206158243,88.6
"196","S5","Downstream",91.44,0,"","","Forest","George","09/27/15",2,673504.39178,3989753.59426,555,302832,-0.0366258239977177,2.74617447471246,61.32
"197","S5","Downstream",68.58,0,"","","Forest","George","09/27/15",2,673503.106017,3989758.09874,555,302904,-0.0366258239977177,2.40248072310351,55.55
"198","S5","Downstream",30.48,50,"","","Forest","George","09/27/15",2,673503.53187,3989760.81203,555,302904,-0.0366258239977177,7.36766840517521,103.77
"199","S5","Downstream",25.4,0,"","","Forest","George","09/27/15",2,673506.119794,3989763.33116,554,302904,-0.0366258239977177,7.45696246461011,104.22
"200","S5","Downstream",71.12,0,"","","Forest","George","09/27/15",2,673505.185563,3989766.18169,554,302940,-0.0366258239977177,5.69235102995299,93.48
"201","S5","Downstream",55.88,0,"","","Forest","George","09/27/15",2,673503.259186,3989770.36796,554,302940,-0.0366258239977177,1.08771274844185,27.75
"202","S5","Downstream",60.96,0,"","","Forest","George","09/27/15",2,673501.303219,3989773.02915,553,302940,-0.0366258239977177,5.51509716338478,92.16
"203","S5","Downstream",81.28,0,"","","Forest","George","09/27/15",2,673500.686701,3989776.68267,553,305244,-0.0366258239977177,4.85103998146951,86.93
"204","S5","Downstream",35.56,0,"","","Forest","George","09/27/15",2,673503.633756,3989779.07262,554,305244,-0.0366258239977177,8.31051690876484,108.55
"206","S5","Downstream",91.44,0,"","","Forest","George","09/27/15",2,673504.127,3989787.25958,552,305460,-0.0366258239977177,6.01038665696979,96.05
"210","S5","Downstream",96.52,0,"","","Forest","George","09/27/15",2,673499.929909,3989802.19024,552,309960,-0.0366258239977177,2.26689577405341,53.58
"211","S5","Downstream",54.61,50,"","","Forest","George","09/27/15",2,673498.838748,3989806.24865,551,309960,-0.0366258239977177,4.95266984286718,88.38
"212","S5","Downstream",45.72,0,"","","Forest","George","09/27/15",2,673497.45878,3989809.89307,551,309960,-0.0366258239977177,1.6136614123825,40.27
"213","S5","Downstream",53.34,0,"","","Forest","George","09/27/15",2,673497.696299,3989813.52864,552,309960,-0.0366258239977177,2.98733127117157,65.65
"216","S5","Downstream",35.56,0,"","","Forest","George","09/27/15",2,673498.398233,3989824.5166,552,310140,-0.0366258239977177,7.79110217932612,106.88
"222","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673516.310906,3989823.77661,551,312696,-0.0366258239977177,6.22787372581661,98.44
"223","S5","Downstream",10.16,0,"","","Forest","George","09/27/15",2,673522.615828,3989822.47373,550,312768,-0.0366258239977177,3.71572056366131,75.8
"224","S5","Downstream",152.4,0,"","","Forest","George","09/27/15",2,673526.259431,3989821.17357,550,312768,-0.0366258239977177,7.6762577467598,106.69
"226","S5","Downstream",129.54,0,"","","Forest","George","09/27/15",2,673532.824202,3989825.57057,549,312804,-0.0366258239977177,1.38271177071147,35.14
"227","S5","Downstream",54.864,10,"","","Forest","George","09/27/15",2,673536.191803,3989823.50087,551,312804,-0.0366258239977177,2.43990948307328,56.92
"228","S5","Downstream",25.146,10,"","","Forest","George","09/27/15",2,673539.585182,3989825.30793,549,312804,-0.0366258239977177,2.59579261671752,59.62
"229","S5","Downstream",12.192,20,"","","Forest","George","09/27/15",2,673539.925566,3989829.26505,549,313236,-0.0366258239977177,9.62033789046109,114.82
"230","S5","Downstream",127,0,"","","Forest","George","09/27/15",2,673544.455001,3989829.40106,552,313236,-0.0366258239977177,7.32286098669283,104.96
"231","S5","Downstream",48.768,60,"","","Forest","George","09/27/15",2,673547.843451,3989832.06289,550,313236,-0.0366258239977177,1.23028021887876,31.55
"234","S5","Downstream",78.74,0,"","","Forest","George","09/27/15",2,673554.515507,3989840.99449,550,313704,-0.0366258239977177,7.72874417877756,107.08
"239","S5","Downstream",15.24,0,"","","Forest","George","09/27/15",2,673566.388414,3989855.85471,550,320652,-0.0366258239977177,1.98423579125665,48.75
"240","S5","Downstream",40.64,0,"","","Forest","George","09/27/15",2,673565.270768,3989860.03401,550,320652,-0.0366258239977177,1.67959103197791,42.27
"242","S5","Downstream",83.82,0,"","","Forest","George","09/27/15",2,673569.069913,3989866.64182,549,320868,-0.0366258239977177,1.54613283160143,39.28
"243","S5","Downstream",165.1,0,"","","Forest","George","09/27/15",2,673567.57452,3989870.43797,549,321048,-0.0366258239977177,8.16218529571779,110.15
"248","S5","Downstream",66.04,0,"","","Forest","George","09/27/15",2,673561.093885,3989887.16632,547,323928,-0.0366258239977177,2.79742620629258,63.82
"249","S6","Upstream",13.97,50,"","Narrow channel but high flow","Forest","Eric","09/27/15",1,673556.864366,3989887.50822,548,87192,0.134833245265266,7.1480271264445,58.75
"250","S6","Upstream",24.384,20,"","","Forest","Eric","09/27/15",1,673552.453021,3989886.97679,548,87192,0.134833245265266,3.05719709745608,36.18
"254","S6","Upstream",45.72,10,"","","Forest","Eric","09/27/15",1,673539.114447,3989892.42845,550,77256,0.134833245265266,5.29135710885748,48.67
"265","S6","Upstream",33.02,0,"","","Forest","Eric","09/27/15",1,673498.840545,3989891.76814,554,75348,0.134833245265266,6.83967829099856,54.35
"266","S6","Upstream",25.146,10,"","","Forest","Eric","09/27/15",1,673495.645591,3989892.75779,554,75348,0.134833245265266,4.1949017199222,42.28
"267","S6","Upstream",35.56,0,"","","Forest","Eric","09/27/15",1,673491.456184,3989892.26618,555,75312,0.134833245265266,6.55796174588613,53.36
"268","S6","Upstream",33.02,0,"","","Forest","Eric","09/27/15",1,673487.223393,3989892.51871,556,74088,0.134833245265266,4.54745758231729,44.05
"269","S6","Upstream",53.34,0,"","","Forest","Eric","09/27/15",1,673483.280417,3989894.54231,556,74088,0.134833245265266,7.5254158207681,56.13
"270","S6","Upstream",12.7,0,"","","Forest","Eric","09/27/15",1,673480.39523,3989896.82311,556,74088,0.134833245265266,1.81294903508388,21.74
"273","S6","Upstream",20.32,0,"","","Forest","Eric","09/27/15",1,673471.800491,3989902.66901,556,73440,0.134833245265266,8.80527202459052,59.26
"274","S6","Upstream",48.26,0,"","","Forest","Eric","09/27/15",1,673467.819061,3989904.09435,557,50976,0.134833245265266,9.31355011113919,52.01
"277","S6","Upstream",22.86,0,"","","Forest","Eric","09/27/15",1,673456.594639,3989904.30771,558,50472,0.134833245265266,9.67185411928222,52.43
"278","S6","Upstream",20.32,0,"","","Forest","Eric","09/27/15",1,673453.047934,3989904.64386,558,50472,0.134833245265266,6.84380013169721,46.18
