"","stream_segment_ID","direction","flowing_width","percent_nonflow","code","notes","environment","measurer_name","date","stream_order","UTM_X","UTM_Y","elev_m","acc_m2","slopes","r_param","w_model"
"307","S9","Upstream",2.54,0,"","","Forest","George","5/29/2015",1,731854.852855,4366929.72389,2384.12866211,34000,0.0193840659489814,5.90314672491513,40.03
"308","S9","Upstream",10.16,0,"","","Forest","George","5/29/2015",1,731851.081483,4366928.32666,2385.55712891,33900,0.0193840659489814,1.49298599571921,17.23
"309","S9","Upstream",6.096,80,"","","Forest","George","5/29/2015",1,731848.436829,4366926.747,2384.93676758,33900,0.0193840659489814,6.1831296493765,40.7
"310","S9","Upstream",5.08,0,"","","Forest","George","5/29/2015",1,731851.19557,4366924.20751,2385.55712891,33900,0.0193840659489814,1.92942815250717,21.05
"311","S9","Upstream",44.45,50,"","","Forest","George","5/29/2015",1,731849.232615,4366922.22425,2384.93676758,33900,0.0193840659489814,3.69877185882069,32.15
"312","S9","Upstream",38.1,0,"","","Forest","George","5/29/2015",1,731847.089371,4366920.33382,2384.93676758,33900,0.0193840659489814,1.19854983710684,14.4
"313","S10","Downstream",30.48,50,"","","Forest","George","5/29/2015",2,731857.047351,4366933.73212,2384.12866211,34000,0,4.79105149465613,Inf
"314","S10","Downstream",28.956,70,"","","Forest","George","5/29/2015",2,731857.789804,4366932.46885,2384.12866211,34000,0,4.52121974225156,Inf
"315","S11","Upstream",2.54,50,"","","Forest","George","5/29/2015",1,731852.678563,4366932.81046,2384.12866211,34000,0.0296793238058766,9.90510601829737,46.74
"316","S11","Upstream",1.27,50,"","","Forest","George","5/29/2015",1,731849.354033,4366931.22438,2383.65234375,34000,0.0296793238058766,7.54926114086993,43.04
"317","S11","Upstream",3.81,50,"","","Forest","George","5/29/2015",1,731844.87765,4366930.62747,2383.65234375,34000,0.0296793238058766,4.71979750576429,35.52
"318","S11","Upstream",8.382,70,"","","Forest","George","5/29/2015",1,731840.615544,4366929.63067,2383.65234375,34000,0.0296793238058766,5.48742145183496,38.06
"319","S11","Upstream",12.446,30,"","","Forest","George","5/29/2015",1,731839.502741,4366926.41913,2384.49536133,33900,0.0296793238058766,6.3786737548653,40.43
"320","S12","Downstream",40.64,0,"","","Forest","George","5/29/2015",2,731859.532514,4366936.92078,2384.7644043,34000,-0.0839708744373437,9.46055374573916,44.74
"321","S12","Downstream",43.18,0,"","","Forest","George","5/29/2015",2,731862.542487,4366940.03646,2383.33398438,1338000,-0.0839708744373437,7.14204739918932,180.98
"322","S12","Downstream",59.436,40,"","","Forest","George","5/29/2015",2,731864.402542,4366944.43701,2383.33398438,1338000,-0.0839708744373437,4.87233785050921,150.09
"323","S12","Downstream",103.632,20,"","","Forest","George","5/29/2015",2,731865.137695,4366948.78607,2381.87841797,1338000,-0.0839708744373437,4.71541635412723,147.32
"324","S12","Downstream",44.196,70,"","","Forest","George","5/29/2015",2,731867.014774,4366952.92526,2381.87841797,1341900,-0.0839708744373437,6.02741388976574,167.88
"325","S12","Downstream",33.02,0,"","","Forest","George","5/29/2015",2,731868.364156,4366957.04358,2381.87841797,1341900,-0.0839708744373437,9.65968428947963,202.76
"326","S12","Downstream",117.856,20,"","","Forest","George","5/29/2015",2,731871.483974,4366959.65491,2380.64819336,1341900,-0.0839708744373437,3.91322157951072,131.51
"327","S12","Downstream",40.64,50,"","","Forest","George","5/29/2015",2,731872.668118,4366964.61978,2380.64819336,1341900,-0.0839708744373437,1.76586725423113,68.12
"328","S12","Downstream",104.902,30,"","","Forest","George","5/29/2015",2,731872.445352,4366968.52848,2379.16699219,1344400,-0.0839708744373437,9.54021665686741,202.08
"329","S12","Downstream",96.012,10,"","","Forest","George","5/29/2015",2,731874.059358,4366972.02386,2379.16699219,1345000,-0.0839708744373437,1.27410779916681,48.67
"330","S12","Downstream",120.65,50,"","","Forest","George","5/29/2015",2,731873.938187,4366977.816,2377.97705078,1345000,-0.0839708744373437,8.70028374623507,195.81
"331","S12","Downstream",67.056,20,"","","Forest","George","5/29/2015",2,731875.285949,4366982.56222,2377.97705078,1345000,-0.0839708744373437,3.88734459714033,131.06
"332","S12","Downstream",146.304,10,"","","Forest","George","5/29/2015",2,731874.978932,4366987.38721,2377.20385742,1345000,-0.0839708744373437,7.65706337080337,186.6
"333","S12","Downstream",86.36,0,"","","Forest","George","5/29/2015",2,731877.573525,4366991.57607,2377.20385742,1355200,-0.0839708744373437,1.38703787419945,53.42
"334","S12","Downstream",81.788,30,"","","Forest","George","5/29/2015",2,731879.825782,4366995.29684,2375.6015625,1359000,-0.0839708744373437,7.95370649290271,190.2
"335","S12","Downstream",91.44,20,"","","Forest","George","5/29/2015",2,731881.290882,4366999.90236,2375.6015625,1359000,-0.0839708744373437,3.91259031533264,132.16
"336","S12","Downstream",81.28,0,"","","Forest","George","5/29/2015",2,731884.448288,4367003.8535,2374.77734375,1359000,-0.0839708744373437,8.38867304287851,194.05
"337","S12","Downstream",106.68,0,"","","Forest","George","5/29/2015",2,731887.369389,4367006.65455,2374.28515625,1365300,-0.0839708744373437,2.45868812920526,93.15
